ID,Year,Month,Day,kingdom,Avg_Temperature,Radiation,Rain_Amount,Wind_Speed,Wind_Direction
63415,7,1,12,Solara,299.35,16.7,19.37,11.7,150
63416,7,1,12,Solstice,25.1,14.15,46.15,26.8,154
63417,7,1,12,Sunspear,25,9.4,84.76,38,123
63418,7,1,12,Utopia,298.85,15.39,30.94,6.3,74
63419,7,1,12,Valyria,25.2,12.28,51.22,23,177
63420,7,1,12,Winterfell,21.5,11.22,24.18,9.6,148
63421,7,1,13,Arcadia,23.8,7.51,105.82,10.8,119
63422,7,1,13,Atlantis,299.15,8.58,18.98,13,161
63423,7,1,13,Avalon,25.2,8.58,18.98,13,161
63424,7,1,13,Camelot,21.9,5.93,171.86,8.2,130
63425,7,1,13,Dorne,25.3,10.82,12.35,24.4,114
63426,7,1,13,Eden,24.8,8.58,98.02,10.5,168
63427,7,1,13,El Dorado,297.15,8.54,33.15,13.5,175
63428,7,1,13,Elysium,24.7,8.58,98.02,10.5,168
63429,7,1,13,Emerald City,298.05,9.03,50.31,15.3,179
63430,7,1,13,Helios,24,7.51,105.82,10.8,119
63431,7,1,13,Krypton,297.95,8.58,98.02,10.5,168
63432,7,1,13,Metropolis,24.8,9.03,50.31,15.3,179
63433,7,1,13,Midgar,25,9.23,73.32,18.7,118
63434,7,1,13,Midgard,23.1,6.61,78.78,11.4,133
63435,7,1,13,Mordor,24.8,7.07,20.93,9,122
63436,7,1,13,Neo-City,24.7,9.03,50.31,15.3,179
63437,7,1,13,Neo-Tokyo,24.8,9.03,50.31,15.3,179
63438,7,1,13,Nirvana,298.45,8.58,18.98,13,161
63439,7,1,13,Olympus,297.75,8.58,98.02,10.5,168
63440,7,1,13,Pandora,297.95,8.58,98.02,10.5,168
63441,7,1,13,Rapture,297.85,8.58,98.02,10.5,168
63442,7,1,13,Rivendell,292.75,5.02,123.11,8.3,136
63443,7,1,13,Serenity,297.95,9.03,50.31,15.3,179
63444,7,1,13,Shangri-La,24.8,9.03,50.31,15.3,179
63445,7,1,13,Solara,298.25,9.03,50.31,15.3,179
63446,7,1,13,Solstice,25.3,13.18,26.39,24.2,142
63447,7,1,13,Sunspear,25.6,12.02,20.02,29.8,113
63448,7,1,13,Utopia,298.15,8.58,98.02,10.5,168
63449,7,1,13,Valyria,25.1,12.97,33.41,22.8,163
63450,7,1,13,Winterfell,20.9,4.81,60.58,9.7,103
63451,7,1,14,Arcadia,24.7,16.63,9.1,6,106
63452,7,1,14,Atlantis,299.75,20.41,5.72,15.5,127
63453,7,1,14,Avalon,26.2,20.41,5.72,15.5,127
63454,7,1,14,Camelot,22.7,16.22,14.95,4.8,115
63455,7,1,14,Dorne,25.8,15.28,5.33,17.9,108
63456,7,1,14,Eden,25.6,17.3,11.57,5.7,297
63457,7,1,14,El Dorado,297.55,17.92,20.67,6.7,143
63458,7,1,14,Elysium,25.5,17.3,11.57,5.7,297
63459,7,1,14,Emerald City,298.75,17.64,16.25,5.4,168
63460,7,1,14,Helios,25,16.63,9.1,6,106
63461,7,1,14,Krypton,298.75,17.3,11.57,5.7,297
63462,7,1,14,Metropolis,25.7,17.64,16.25,5.4,168
63463,7,1,14,Midgar,26,17.53,8.06,11.6,111
63464,7,1,14,Midgard,24.1,16.11,10.92,8,135
63465,7,1,14,Mordor,25.6,18.05,9.49,14.8,110
63466,7,1,14,Neo-City,25.5,17.64,16.25,5.4,168
63467,7,1,14,Neo-Tokyo,25.6,17.64,16.25,5.4,168
63468,7,1,14,Nirvana,299.35,20.41,5.72,15.5,127
63469,7,1,14,Olympus,298.45,17.3,11.57,5.7,297
63470,7,1,14,Pandora,298.85,17.3,11.57,5.7,297
63471,7,1,14,Rapture,298.65,17.3,11.57,5.7,297
63472,7,1,14,Rivendell,293.35,16.42,14.69,9.1,116
63473,7,1,14,Serenity,298.75,17.64,16.25,5.4,168
63474,7,1,14,Shangri-La,25.6,17.64,16.25,5.4,168
63475,7,1,14,Solara,298.75,17.64,16.25,5.4,168
63476,7,1,14,Solstice,26,19.32,16.38,19.2,127
63477,7,1,14,Sunspear,25.7,16.6,15.21,24.3,108
63478,7,1,14,Utopia,298.95,17.3,11.57,5.7,297
63479,7,1,14,Valyria,25.9,16.38,14.04,15.5,124
63480,7,1,14,Winterfell,21.9,16.78,8.58,11.3,98
63481,7,1,15,Arcadia,23.8,9.13,17.68,7.4,88
63482,7,1,15,Atlantis,299.05,10.9,17.81,12.4,93
63483,7,1,15,Avalon,25.3,10.9,17.81,12.4,93
63484,7,1,15,Camelot,22,8.77,29.64,5.8,123
63485,7,1,15,Dorne,25.6,12.96,4.55,13.6,110
63486,7,1,15,Eden,24.9,8.95,22.75,5.2,45
63487,7,1,15,El Dorado,296.85,9.36,25.35,4.6,58
63488,7,1,15,Elysium,24.8,8.95,22.75,5.2,45
63489,7,1,15,Emerald City,298.05,9.17,22.88,5.4,57
63490,7,1,15,Helios,24.1,9.13,17.68,7.4,88
63491,7,1,15,Krypton,298.05,8.95,22.75,5.2,45
63492,7,1,15,Metropolis,24.9,9.17,22.88,5.4,57
63493,7,1,15,Midgar,25.1,9.76,14.56,12,95
63494,7,1,15,Midgard,23.3,9.03,26.78,6.9,123
63495,7,1,15,Mordor,24.7,8.79,30.16,12.3,91
63496,7,1,15,Neo-City,24.8,9.17,22.88,5.4,57
63497,7,1,15,Neo-Tokyo,24.9,9.17,22.88,5.4,57
63498,7,1,15,Nirvana,298.55,10.9,17.81,12.4,93
63499,7,1,15,Olympus,297.75,8.95,22.75,5.2,45
63500,7,1,15,Pandora,298.05,8.95,22.75,5.2,45
63501,7,1,15,Rapture,297.95,8.95,22.75,5.2,45
63502,7,1,15,Rivendell,292.85,9.22,27.3,6.1,117
63503,7,1,15,Serenity,298.05,9.17,22.88,5.4,57
63504,7,1,15,Shangri-La,24.9,9.17,22.88,5.4,57
63505,7,1,15,Solara,298.05,9.17,22.88,5.4,57
63506,7,1,15,Solstice,25.7,12.26,12.22,14.5,122
63507,7,1,15,Sunspear,26.1,14.73,2.47,18.8,104
63508,7,1,15,Utopia,298.25,8.95,22.75,5.2,45
63509,7,1,15,Valyria,25.2,9.44,25.48,12.6,101
63510,7,1,15,Winterfell,21.2,9.73,13.78,8.2,66
63511,7,1,16,Arcadia,24.5,13.74,0.13,7.4,129
63512,7,1,16,Atlantis,299.05,16.53,22.23,6.7,77
63513,7,1,16,Avalon,25.4,16.53,22.23,6.7,77
63514,7,1,16,Camelot,22.2,11.49,8.45,4.8,135
63515,7,1,16,Dorne,25.4,13.57,12.35,15.6,102
63516,7,1,16,Eden,25.6,14.29,3.77,6.8,179
63517,7,1,16,El Dorado,297.35,15.07,16.51,8.4,147
63518,7,1,16,Elysium,25.5,14.29,3.77,6.8,179
63519,7,1,16,Emerald City,298.75,14.9,4.29,6.6,171
63520,7,1,16,Helios,24.7,13.74,0.13,7.4,129
63521,7,1,16,Krypton,298.75,14.29,3.77,6.8,179
63522,7,1,16,Metropolis,25.7,14.9,4.29,6.6,171
63523,7,1,16,Midgar,26.4,17.06,0.13,11.3,115
63524,7,1,16,Midgard,23.9,12.05,0.13,7.2,138
63525,7,1,16,Mordor,25.6,14.17,5.85,12.1,61
63526,7,1,16,Neo-City,25.5,14.9,4.29,6.6,171
63527,7,1,16,Neo-Tokyo,25.6,14.9,4.29,6.6,171
63528,7,1,16,Nirvana,298.55,16.53,22.23,6.7,77
63529,7,1,16,Olympus,298.45,14.29,3.77,6.8,179
63530,7,1,16,Pandora,298.85,14.29,3.77,6.8,179
63531,7,1,16,Rapture,298.75,14.29,3.77,6.8,179
63532,7,1,16,Rivendell,292.65,11.71,13.39,5.3,104
63533,7,1,16,Serenity,298.75,14.9,4.29,6.6,171
63534,7,1,16,Shangri-La,25.6,14.9,4.29,6.6,171
63535,7,1,16,Solara,298.75,14.9,4.29,6.6,171
63536,7,1,16,Solstice,26,17.88,1.56,14.9,114
63537,7,1,16,Sunspear,25.6,14.81,6.11,16.6,106
63538,7,1,16,Utopia,299.05,14.29,3.77,6.8,179
63539,7,1,16,Valyria,25.9,14.75,0.52,14.6,91
63540,7,1,16,Winterfell,21.4,13.63,11.96,7.5,55
63541,7,1,17,Arcadia,25.1,20.99,0.91,13.3,87
63542,7,1,17,Atlantis,299.65,22.18,1.17,6.3,102
63543,7,1,17,Avalon,26.1,22.18,1.17,6.3,102
63544,7,1,17,Camelot,22.6,19.48,0.52,9.3,100
63545,7,1,17,Dorne,25.8,22.72,0,22,83
63546,7,1,17,Eden,26.2,21.22,1.04,9.2,68
63547,7,1,17,El Dorado,297.85,20.19,8.45,5.5,27
63548,7,1,17,Elysium,26.1,21.22,1.04,9.2,68
63549,7,1,17,Emerald City,299.15,20.46,6.24,7.2,70
63550,7,1,17,Helios,25.1,20.99,0.91,13.3,87
63551,7,1,17,Krypton,299.45,21.22,1.04,9.2,68
63552,7,1,17,Metropolis,26.4,20.46,6.24,7.2,70
63553,7,1,17,Midgar,26.3,21.54,0.52,15.9,92
63554,7,1,17,Midgard,23.9,19.35,1.43,12,100
63555,7,1,17,Mordor,26.1,22.23,0.65,13.8,99
63556,7,1,17,Neo-City,26.1,20.46,6.24,7.2,70
63557,7,1,17,Neo-Tokyo,26.2,20.46,6.24,7.2,70
63558,7,1,17,Nirvana,299.25,22.18,1.17,6.3,102
63559,7,1,17,Olympus,299.15,21.22,1.04,9.2,68
63560,7,1,17,Pandora,299.55,21.22,1.04,9.2,68
63561,7,1,17,Rapture,299.45,21.22,1.04,9.2,68
63562,7,1,17,Rivendell,293.15,18.48,0.91,7.9,100
63563,7,1,17,Serenity,299.35,20.46,6.24,7.2,70
63564,7,1,17,Shangri-La,26.3,20.46,6.24,7.2,70
63565,7,1,17,Solara,299.15,20.46,6.24,7.2,70
63566,7,1,17,Solstice,25.2,19.14,7.93,22.7,83
63567,7,1,17,Sunspear,25.7,23.96,0,23.3,83
63568,7,1,17,Utopia,299.75,21.22,1.04,9.2,68
63569,7,1,17,Valyria,25.7,14.49,4.03,18,67
63570,7,1,17,Winterfell,21.5,18.58,0.91,8.2,58
63571,7,1,18,Arcadia,23.9,13.95,2.08,14.5,71
63572,7,1,18,Atlantis,299.35,21.05,5.85,9.9,62
63573,7,1,18,Avalon,25.9,21.05,5.85,9.9,62
63574,7,1,18,Camelot,21.6,12.43,2.21,9.7,86
63575,7,1,18,Dorne,25,13.93,0,25.8,74
63576,7,1,18,Eden,25.4,18.35,7.41,15.9,58
63577,7,1,18,El Dorado,297.45,18.47,12.22,8,39
63578,7,1,18,Elysium,25.3,18.35,7.41,15.9,58
63579,7,1,18,Emerald City,298.75,18.79,12.22,14.8,58
63580,7,1,18,Helios,23.9,13.95,2.08,14.5,71
63581,7,1,18,Krypton,298.55,18.35,7.41,15.9,58
63582,7,1,18,Metropolis,25.4,18.79,12.22,14.8,58
63583,7,1,18,Midgar,25.1,13.96,2.08,17.1,74
63584,7,1,18,Midgard,22.7,11.04,3.77,12.2,83
63585,7,1,18,Mordor,25.6,18.77,2.6,16.2,91
63586,7,1,18,Neo-City,25.4,18.79,12.22,14.8,58
63587,7,1,18,Neo-Tokyo,25.4,18.79,12.22,14.8,58
63588,7,1,18,Nirvana,299.05,21.05,5.85,9.9,62
63589,7,1,18,Olympus,298.35,18.35,7.41,15.9,58
63590,7,1,18,Pandora,298.55,18.35,7.41,15.9,58
63591,7,1,18,Rapture,298.45,18.35,7.41,15.9,58
63592,7,1,18,Rivendell,292.95,12.29,6.5,8.7,101
63593,7,1,18,Serenity,298.65,18.79,12.22,14.8,58
63594,7,1,18,Shangri-La,25.4,18.79,12.22,14.8,58
63595,7,1,18,Solara,298.75,18.79,12.22,14.8,58
63596,7,1,18,Solstice,25.5,17.7,7.54,28.4,68
63597,7,1,18,Sunspear,25.6,22.8,0,29.5,80
63598,7,1,18,Utopia,298.65,18.35,7.41,15.9,58
63599,7,1,18,Valyria,25.7,13.66,8.58,22.7,55
63600,7,1,18,Winterfell,20.8,14.58,3.9,10.2,59
63601,7,1,19,Arcadia,24.5,20.86,0.52,12.1,69
63602,7,1,19,Atlantis,299.85,18.24,3.38,10.9,335
63603,7,1,19,Avalon,26.1,18.24,3.38,10.9,335
63604,7,1,19,Camelot,22.1,19.35,2.34,8.8,74
63605,7,1,19,Dorne,25.6,19.94,0,22.5,63
63606,7,1,19,Eden,25.7,21.06,0,18.3,52
63607,7,1,19,El Dorado,297.65,19.01,2.86,7.6,38
63608,7,1,19,Elysium,25.5,21.06,0,18.3,52
63609,7,1,19,Emerald City,299.05,20.41,0,16.1,48
63610,7,1,19,Helios,24.6,20.86,0.52,12.1,69
63611,7,1,19,Krypton,298.85,21.06,0,18.3,52
63612,7,1,19,Metropolis,25.7,20.41,0,16.1,48
63613,7,1,19,Midgar,25.6,21.41,0.26,13.7,67
63614,7,1,19,Midgard,23.6,19.56,1.69,9.3,76
63615,7,1,19,Mordor,26,16.05,2.99,11,198
63616,7,1,19,Neo-City,25.7,20.41,0,16.1,48
63617,7,1,19,Neo-Tokyo,25.7,20.41,0,16.1,48
63618,7,1,19,Nirvana,299.35,18.24,3.38,10.9,335
63619,7,1,19,Olympus,298.75,21.06,0,18.3,52
63620,7,1,19,Pandora,298.85,21.06,0,18.3,52
63621,7,1,19,Rapture,298.75,21.06,0,18.3,52
63622,7,1,19,Rivendell,293.35,17.44,7.28,5.4,86
63623,7,1,19,Serenity,298.95,20.41,0,16.1,48
63624,7,1,19,Shangri-La,25.7,20.41,0,16.1,48
63625,7,1,19,Solara,299.15,20.41,0,16.1,48
63626,7,1,19,Solstice,25.5,12.8,7.8,22.5,28
63627,7,1,19,Sunspear,25.9,20.85,3.9,24.4,65
63628,7,1,19,Utopia,298.95,21.06,0,18.3,52
63629,7,1,19,Valyria,25.6,14.69,9.88,22.1,8
63630,7,1,19,Winterfell,21.6,16.01,0.91,5.4,40
63631,7,1,20,Arcadia,24.6,16.05,2.86,11.7,63
63632,7,1,20,Atlantis,300.55,21.81,2.47,10.5,162
63633,7,1,20,Avalon,26.6,21.81,2.47,10.5,162
63634,7,1,20,Camelot,22.9,17.45,2.6,8.6,76
63635,7,1,20,Dorne,25.4,11.91,13.26,25.6,63
63636,7,1,20,Eden,26,20.24,0,17.6,53
63637,7,1,20,El Dorado,298.35,22.38,0.26,9.7,51
63638,7,1,20,Elysium,25.9,20.24,0,17.6,53
63639,7,1,20,Emerald City,299.65,21.99,0,16.9,48
63640,7,1,20,Helios,24.6,16.05,2.86,11.7,63
63641,7,1,20,Krypton,299.25,20.24,0,17.6,53
63642,7,1,20,Metropolis,26,21.99,0,16.9,48
63643,7,1,20,Midgar,25.8,15.01,2.99,15.1,63
63644,7,1,20,Midgard,24,15.96,6.37,9.2,70
63645,7,1,20,Mordor,26.5,20.94,0.39,10.9,162
63646,7,1,20,Neo-City,26.1,21.99,0,16.9,48
63647,7,1,20,Neo-Tokyo,26.2,21.99,0,16.9,48
63648,7,1,20,Nirvana,299.85,21.81,2.47,10.5,162
63649,7,1,20,Olympus,299.15,20.24,0,17.6,53
63650,7,1,20,Pandora,299.15,20.24,0,17.6,53
63651,7,1,20,Rapture,299.05,20.24,0,17.6,53
63652,7,1,20,Rivendell,293.95,18.77,5.2,4.7,97
63653,7,1,20,Serenity,299.35,21.99,0,16.9,48
63654,7,1,20,Shangri-La,26.1,21.99,0,16.9,48
63655,7,1,20,Solara,299.65,21.99,0,16.9,48
63656,7,1,20,Solstice,25.8,16.38,36.14,18.1,71
63657,7,1,20,Sunspear,25.5,9.89,58.24,26.3,68
63658,7,1,20,Utopia,299.25,20.24,0,17.6,53
63659,7,1,20,Valyria,26.2,20.56,10.53,18.6,40
63660,7,1,20,Winterfell,22.8,20.06,1.43,5.9,75
63661,7,1,21,Arcadia,25.9,22.87,0.52,8.7,90
63662,7,1,21,Atlantis,300.55,23.64,1.95,11.5,119
63663,7,1,21,Avalon,26.4,23.64,1.95,11.5,119
63664,7,1,21,Camelot,23.6,22.09,1.04,6.7,113
63665,7,1,21,Dorne,26.1,18.43,0.78,17.3,99
63666,7,1,21,Eden,26.4,22.55,1.69,6.6,275
63667,7,1,21,El Dorado,298.25,21.63,2.86,7.7,123
63668,7,1,21,Elysium,26.3,22.55,1.69,6.6,275
63669,7,1,21,Emerald City,299.65,21.8,2.47,9.7,244
63670,7,1,21,Helios,26.1,22.87,0.52,8.7,90
63671,7,1,21,Krypton,299.55,22.55,1.69,6.6,275
63672,7,1,21,Metropolis,26.4,21.8,2.47,9.7,244
63673,7,1,21,Midgar,26.7,22.85,0.91,12.4,92
63674,7,1,21,Midgard,25.1,21.76,0.78,8.9,115
63675,7,1,21,Mordor,26.8,23.96,0.26,14.8,107
63676,7,1,21,Neo-City,26.4,21.8,2.47,9.7,244
63677,7,1,21,Neo-Tokyo,26.4,21.8,2.47,9.7,244
63678,7,1,21,Nirvana,299.55,23.64,1.95,11.5,119
63679,7,1,21,Olympus,299.45,22.55,1.69,6.6,275
63680,7,1,21,Pandora,299.55,22.55,1.69,6.6,275
63681,7,1,21,Rapture,299.65,22.55,1.69,6.6,275
63682,7,1,21,Rivendell,294.05,21.99,0.26,8.9,106
63683,7,1,21,Serenity,299.65,21.8,2.47,9.7,244
63684,7,1,21,Shangri-La,26.4,21.8,2.47,9.7,244
63685,7,1,21,Solara,299.65,21.8,2.47,9.7,244
63686,7,1,21,Solstice,26.2,20.63,2.21,15.8,117
63687,7,1,21,Sunspear,26.2,20.66,0.78,17.2,103
63688,7,1,21,Utopia,299.65,22.55,1.69,6.6,275
63689,7,1,21,Valyria,26.4,20.26,0.39,14.4,97
63690,7,1,21,Winterfell,22.5,22.72,0.13,10.7,89
63691,7,1,22,Arcadia,25.4,22.18,0.52,10.9,95
63692,7,1,22,Atlantis,300.45,23.91,1.82,13,110
63693,7,1,22,Avalon,26.2,23.91,1.82,13,110
63694,7,1,22,Camelot,22.8,22.49,0.65,7.5,106
63695,7,1,22,Dorne,26.2,20.8,0,17.4,108
63696,7,1,22,Eden,26.6,22.62,0.91,9.9,76
63697,7,1,22,El Dorado,298.25,22.56,1.95,7.9,284
63698,7,1,22,Elysium,26.5,22.62,0.91,9.9,76
63699,7,1,22,Emerald City,299.55,22.52,1.95,9,269
63700,7,1,22,Helios,25.4,22.18,0.52,10.9,95
63701,7,1,22,Krypton,299.85,22.62,0.91,9.9,76
63702,7,1,22,Metropolis,26.7,22.52,1.95,9,269
63703,7,1,22,Midgar,26.6,22.12,0,12.5,100
63704,7,1,22,Midgard,24.5,22.14,2.34,9.4,113
63705,7,1,22,Mordor,26,23.4,0.39,18.3,103
63706,7,1,22,Neo-City,26.5,22.52,1.95,9,269
63707,7,1,22,Neo-Tokyo,26.6,22.52,1.95,9,269
63708,7,1,22,Nirvana,299.45,23.91,1.82,13,110
63709,7,1,22,Olympus,299.65,22.62,0.91,9.9,76
63710,7,1,22,Pandora,299.85,22.62,0.91,9.9,76
63711,7,1,22,Rapture,299.85,22.62,0.91,9.9,76
63712,7,1,22,Rivendell,293.45,22.59,0.26,7.4,97
63713,7,1,22,Serenity,299.75,22.52,1.95,9,269
63714,7,1,22,Shangri-La,26.7,22.52,1.95,9,269
63715,7,1,22,Solara,299.45,22.52,1.95,9,269
63716,7,1,22,Solstice,26,21.97,0.52,13.9,111
63717,7,1,22,Sunspear,26.3,22.41,0,18.6,117
63718,7,1,22,Utopia,299.95,22.62,0.91,9.9,76
63719,7,1,22,Valyria,25.9,18.38,1.56,13,84
63720,7,1,22,Winterfell,21.6,22.16,1.04,10.6,76
63721,7,1,23,Arcadia,24.9,23.62,0,11.8,92
63722,7,1,23,Atlantis,299.65,20.61,2.08,9,116
63723,7,1,23,Avalon,25.8,20.61,2.08,9,116
63724,7,1,23,Camelot,22,22.54,0,9.8,99
63725,7,1,23,Dorne,25.7,22.36,0,19,103
63726,7,1,23,Eden,26.3,23.81,0.13,11.7,75
63727,7,1,23,El Dorado,297.95,22.01,0.39,6.4,201
63728,7,1,23,Elysium,26.2,23.81,0.13,11.7,75
63729,7,1,23,Emerald City,299.65,23.42,0.26,8.8,73
63730,7,1,23,Helios,25.1,23.62,0,11.8,92
63731,7,1,23,Krypton,299.45,23.81,0.13,11.7,75
63732,7,1,23,Metropolis,26.2,23.42,0.26,8.8,73
63733,7,1,23,Midgar,26.1,23.99,0,14.7,94
63734,7,1,23,Midgard,23.9,23.08,0,9.8,106
63735,7,1,23,Mordor,26,19.34,0,12.9,93
63736,7,1,23,Neo-City,26.2,23.42,0.26,8.8,73
63737,7,1,23,Neo-Tokyo,26.3,23.42,0.26,8.8,73
63738,7,1,23,Nirvana,298.95,20.61,2.08,9,116
63739,7,1,23,Olympus,299.35,23.81,0.13,11.7,75
63740,7,1,23,Pandora,299.35,23.81,0.13,11.7,75
63741,7,1,23,Rapture,299.15,23.81,0.13,11.7,75
63742,7,1,23,Rivendell,292.85,20.34,0,7.3,87
63743,7,1,23,Serenity,299.45,23.42,0.26,8.8,73
63744,7,1,23,Shangri-La,26.3,23.42,0.26,8.8,73
63745,7,1,23,Solara,299.55,23.42,0.26,8.8,73
63746,7,1,23,Solstice,25.6,21.64,0,16.6,105
63747,7,1,23,Sunspear,25.8,22.45,0,21.6,108
63748,7,1,23,Utopia,299.45,23.81,0.13,11.7,75
63749,7,1,23,Valyria,25.9,22.11,0,15.3,80
63750,7,1,23,Winterfell,21.2,18.8,0,6.9,68
63751,7,1,24,Arcadia,24.6,23.93,0,13.6,87
63752,7,1,24,Atlantis,299.85,23.24,1.95,12.4,118
63753,7,1,24,Avalon,26.2,23.24,1.95,12.4,118
63754,7,1,24,Camelot,21.8,21.99,0,9.8,90
63755,7,1,24,Dorne,25.3,21.77,0,19.4,96
63756,7,1,24,Eden,26.1,25.27,0,12,66
63757,7,1,24,El Dorado,298.25,23.52,0,5.8,318
63758,7,1,24,Elysium,26,25.27,0,12,66
63759,7,1,24,Emerald City,299.55,24.6,0,8.8,56
63760,7,1,24,Helios,24.8,23.93,0,13.6,87
63761,7,1,24,Krypton,299.25,25.27,0,12,66
63762,7,1,24,Metropolis,26.1,24.6,0,8.8,56
63763,7,1,24,Midgar,25.5,24.03,0,15.5,90
63764,7,1,24,Midgard,23.5,21.63,0,12.8,98
63765,7,1,24,Mordor,26,22.08,0,17.5,98
63766,7,1,24,Neo-City,26.1,24.6,0,8.8,56
63767,7,1,24,Neo-Tokyo,26.2,24.6,0,8.8,56
63768,7,1,24,Nirvana,299.35,23.24,1.95,12.4,118
63769,7,1,24,Olympus,299.05,25.27,0,12,66
63770,7,1,24,Pandora,299.25,25.27,0,12,66
63771,7,1,24,Rapture,299.05,25.27,0,12,66
63772,7,1,24,Rivendell,293.05,20.3,2.47,5.4,99
63773,7,1,24,Serenity,299.35,24.6,0,8.8,56
63774,7,1,24,Shangri-La,26.1,24.6,0,8.8,56
63775,7,1,24,Solara,299.75,24.6,0,8.8,56
63776,7,1,24,Solstice,25.6,20.86,0,17.6,90
63777,7,1,24,Sunspear,25.9,22.44,0,21.4,101
63778,7,1,24,Utopia,299.35,25.27,0,12,66
63779,7,1,24,Valyria,26,19.8,0.13,19.6,72
63780,7,1,24,Winterfell,21,20.01,0,8.4,79
63781,7,1,25,Arcadia,24.3,22.21,0,13.5,87
63782,7,1,25,Atlantis,300.05,23.82,3.38,14.5,121
63783,7,1,25,Avalon,26.1,23.82,3.38,14.5,121
63784,7,1,25,Camelot,21.3,19.76,0,9,91
63785,7,1,25,Dorne,25.4,22.93,0,19.6,92
63786,7,1,25,Eden,25.9,22.8,0,13.4,60
63787,7,1,25,El Dorado,297.85,21.81,0,6.2,322
63788,7,1,25,Elysium,25.8,22.8,0,13.4,60
63789,7,1,25,Emerald City,299.25,22.52,0,10.5,52
63790,7,1,25,Helios,24.4,22.21,0,13.5,87
63791,7,1,25,Krypton,299.05,22.8,0,13.4,60
63792,7,1,25,Metropolis,25.9,22.52,0,10.5,52
63793,7,1,25,Midgar,25.4,24.02,0,15.2,92
63794,7,1,25,Midgard,23.1,20.29,0,10.8,99
63795,7,1,25,Mordor,26,22.51,0,15.6,101
63796,7,1,25,Neo-City,25.9,22.52,0,10.5,52
63797,7,1,25,Neo-Tokyo,26,22.52,0,10.5,52
63798,7,1,25,Nirvana,299.35,23.82,3.38,14.5,121
63799,7,1,25,Olympus,298.85,22.8,0,13.4,60
63800,7,1,25,Pandora,299.05,22.8,0,13.4,60
63801,7,1,25,Rapture,298.85,22.8,0,13.4,60
63802,7,1,25,Rivendell,292.95,18.64,2.08,6.1,94
63803,7,1,25,Serenity,299.15,22.52,0,10.5,52
63804,7,1,25,Shangri-La,25.9,22.52,0,10.5,52
63805,7,1,25,Solara,299.35,22.52,0,10.5,52
63806,7,1,25,Solstice,25.6,22.13,0,19.3,88
63807,7,1,25,Sunspear,26,21.27,0,22.9,96
63808,7,1,25,Utopia,299.15,22.8,0,13.4,60
63809,7,1,25,Valyria,25.8,23.01,0,20.2,66
63810,7,1,25,Winterfell,20.9,19.6,0,7.9,71
63811,7,1,26,Arcadia,23.5,23.94,0,16.5,88
63812,7,1,26,Atlantis,299.45,20.72,0.65,15.4,112
63813,7,1,26,Avalon,25.1,20.72,0.65,15.4,112
63814,7,1,26,Camelot,19.9,22.26,0,12.5,101
63815,7,1,26,Dorne,25.1,19.83,0,21.9,86
63816,7,1,26,Eden,25,23.55,0,16.3,64
63817,7,1,26,El Dorado,296.25,20.23,1.04,6.7,54
63818,7,1,26,Elysium,24.9,23.55,0,16.3,64
63819,7,1,26,Emerald City,298.45,21.83,0,12.9,63
63820,7,1,26,Helios,23.6,23.94,0,16.5,88
63821,7,1,26,Krypton,298.25,23.55,0,16.3,64
63822,7,1,26,Metropolis,25.1,21.83,0,12.9,63
63823,7,1,26,Midgar,25.2,23.64,0,19.1,90
63824,7,1,26,Midgard,22.2,21.89,0,14.7,102
63825,7,1,26,Mordor,25.2,21.99,0,15.9,92
63826,7,1,26,Neo-City,25.1,21.83,0,12.9,63
63827,7,1,26,Neo-Tokyo,25.1,21.83,0,12.9,63
63828,7,1,26,Nirvana,298.25,20.72,0.65,15.4,112
63829,7,1,26,Olympus,297.95,23.55,0,16.3,64
63830,7,1,26,Pandora,298.25,23.55,0,16.3,64
63831,7,1,26,Rapture,298.15,23.55,0,16.3,64
63832,7,1,26,Rivendell,291.65,21.84,0,8.1,100
63833,7,1,26,Serenity,298.35,21.83,0,12.9,63
63834,7,1,26,Shangri-La,25.1,21.83,0,12.9,63
63835,7,1,26,Solara,298.45,21.83,0,12.9,63
63836,7,1,26,Solstice,25.4,19.3,0,20.4,82
63837,7,1,26,Sunspear,25.5,20.34,0,23.2,90
63838,7,1,26,Utopia,298.35,23.55,0,16.3,64
63839,7,1,26,Valyria,25.8,19.77,0,20.4,57
63840,7,1,26,Winterfell,19.7,22.69,0,8.9,57
63841,7,1,27,Arcadia,23.8,20.31,0,15.8,86
63842,7,1,27,Atlantis,299.55,24.56,0.65,7.5,330
63843,7,1,27,Avalon,25.3,24.56,0.65,7.5,330
63844,7,1,27,Camelot,20.6,19.62,0,11.7,92
63845,7,1,27,Dorne,25.4,19.27,0,21.3,84
63846,7,1,27,Eden,25.6,23.51,0,18.7,66
63847,7,1,27,El Dorado,296.85,24.38,0.13,7.2,63
63848,7,1,27,Elysium,25.5,23.51,0,18.7,66
63849,7,1,27,Emerald City,298.95,24.52,0,16.2,63
63850,7,1,27,Helios,23.9,20.31,0,15.8,86
63851,7,1,27,Krypton,298.85,23.51,0,18.7,66
63852,7,1,27,Metropolis,25.6,24.52,0,16.2,63
63853,7,1,27,Midgar,25.4,21.19,0,17.6,86
63854,7,1,27,Midgard,22.6,19.01,0,14.3,97
63855,7,1,27,Mordor,25.8,22.71,0,12.7,78
63856,7,1,27,Neo-City,25.6,24.52,0,16.2,63
